"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-16","1.79",",,W",,,,,"0.22",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","65",",,W",,,"  150",",,W","   20",",,W","8.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-17","4.70",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","63",",,W",,,"   70",",,W","  180",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-18","2.68",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"87",",,W","61",",,W",,,"  160",",,W","  160",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-19","2.91",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"88",",,W","66",",,W",,,"  170",",,W","  170",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-20","3.13",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"84",",,W","64",",,W",,,"  160",",,W","  170",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-21","4.92",",,W",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"87",",,W","72",",,W",,,"  300",",,W","  300",",,W","15.0",",,W","27.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-22","4.03",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","68",",,W",,,"  290",",,W","  270",",,W","17.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-23","2.01",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","69",",,W",,,"   70",",,W","   60",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-24","6.26",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"84",",,W","67",",,W",,,"   60",",,W","   40",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-25","3.58",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","64",",,W",,,"  170",",,W","  160",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-26","2.46",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"87",",,W","67",",,W",,,"  160",",,W","  170",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-27","4.92",",,W",,,,,"0.45",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","67",",,W",,,"  160",",,W","  190",",,W","12.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-28","3.58",",,W",,,,,"0.12",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","68",",,W",,,"  160",",,W","  170",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-29","2.24",",,W",,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","67",",,W",,,"  270",",,W","  250",",,W","10.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-06-30","2.91",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","67",",,W",,,"  160",",,W","  250",",,W","8.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-01","3.36",",,W",,,,,"0.83",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","66",",,W",,,"  170",",,W","  160",",,W","13.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-02","5.37",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","63",",,W",,,"  310",",,W","  290",",,W","13.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-03","3.13",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","64",",,W",,,"  250",",,W","  270",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-04","3.13",",,W",,,,,"0.49",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"84",",,W","66",",,W",,,"  260",",,W","  250",",,W","12.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-05","2.91",",,W",,,,,"0.66",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","69",",,W",,,"  280",",,W","  280",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-06","2.46",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"91",",,W","75",",,W",,,"  170",",,W","  180",",,W","8.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-07","2.01",",,W",,,,,"0.04",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"89",",,W","77",",,W",,,"  260",",,W","  170",",,W","8.9",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-08","5.37",",,W",,,,,"0.08",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","67",",,W",,,"   60",",,W","   60",",,W","13.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-09","4.03",",,W",,,,,"0.53",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","65",",,W",,,"  150",",,W","  140",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-10","4.25",",,W",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","66",",,W",,,"  290",",,W","  290",",,W","12.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-11","3.36",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"81",",,W","65",",,W",,,"   60",",,W","   50",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-12","4.25",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","68",",,W",,,"  170",",,W","  170",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-13","4.70",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","71",",,W",,,"  230",",,W","  250",",,W","10.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-14","2.91",",,W",,,,,"0.62",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"88",",,W","73",",,W",,,"  280",",,W","  290",",,W","19.9",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-15","4.47",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"88",",,W","79",",,W",,,"  280",",,W","  290",",,W","13.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-16","4.25",",,W",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"90",",,W","75",",,W",,,"  210",",,W","  210",",,W","13.0",",,W","23.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-17","2.68",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"89",",,W","75",",,W",,,"  280",",,W","  170",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-18","5.82",",,W",,,,,"0.35",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"93",",,W","72",",,W",,,"  250",",,W","  280",",,W","13.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-19","4.92",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","73",",,W",,,"  320",",,W","  320",",,W","12.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-20","3.13",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","68",",,W",,,"   80",",,W","   80",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-21","5.14",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"90",",,W","71",",,W",,,"  220",",,W","  240",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-22","6.49",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"94",",,W","74",",,W",,,"  280",",,W","  240",",,W","16.1",",,W","25.9",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-23","4.92",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"96",",,W","80",",,W",,,"  290",",,W","  280",",,W","15.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-24","4.03",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"94",",,W","75",",,W",,,"  240",",,W","  240",",,W","8.9",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-25","3.36",",,W",,,,,"1.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"93",",,W","73",",,W",,,"   60",",,W","   30",",,W","18.1",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-26","4.25",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"89",",,W","72",",,W",,,"  290",",,W","  290",",,W","12.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-27","2.01",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"91",",,W","74",",,W",,,"  250",",,W","  280",",,W","8.1",",,W","11.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-28","3.13",",,W",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"95",",,W","75",",,W",,,"  250",",,W","  240",",,W","13.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-29","4.25",",,W",,,,,"1.09",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","69",",,W",,,"   60",",,W","   60",",,W","13.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-30","3.58",",,W",,,,,"0.25",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"84",",,W","73",",,W",,,"  160",",,W","  180",",,W","10.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-07-31","4.25",",,W",,,,,"1.08",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","71",",,W",,,"  120",",,W","  120",",,W","14.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-01","4.92",",,W",,,,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","69",",,W",,,"   60",",,W","   60",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-02","6.93",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","68",",,W",,,"   70",",,W","   60",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-03","2.91",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","66",",,W",,,"  180",",,W","  170",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-04","2.01",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"81",",,W","67",",,W",,,"  250",",,W","  200",",,W","8.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-05","3.80",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","69",",,W",,,"  240",",,W","  240",",,W","10.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-06","5.14",",,W",,,,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"87",",,W","72",",,W",,,"  290",",,W","  300",",,W","14.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-07","4.03",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","70",",,W",,,"  330",",,W","  300",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-08","1.34",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","71",",,W",,,"   60",",,W","   30",",,W","8.1",",,W","11.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-09","2.68",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"87",",,W","71",",,W",,,"  220",",,W","  200",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-10","4.03",",,W",,,,,"0.09",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","75",",,W",,,"  260",",,W","  250",",,W","12.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-11","4.47",",,W",,,,,"0.15",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"91",",,W","74",",,W",,,"  290",",,W","  280",",,W","13.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-12","5.14",",,W",,,,,"0.32",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"93",",,W","73",",,W",,,"  250",",,W","  270",",,W","13.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-13","4.03",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"96",",,W","81",",,W",,,"  260",",,W","  170",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-14","3.80",",,W",,,,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"94",",,W","78",",,W",,,"  280",",,W","  250",",,W","12.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-15","2.91",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"92",",,W","77",",,W",,,"  290",",,W","  290",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-16","4.03",",,W",,,,,"0.11",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"87",",,W","78",",,W",,,"  230",",,W","  250",",,W","13.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-17","5.37",",,W",,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","77",",,W",,,"  240",",,W","  250",",,W","17.0",",,W","33.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-18","1.57",",,W",,,,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","72",",,W",,,"   50",",,W","   40",",,W","8.9",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-19","2.24",",,W",,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"88",",,W","74",",,W",,,"   40",",,W","   20",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-20","4.70",",,W",,,,,"0.82",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","70",",,W",,,"  160",",,W","  160",",,W","16.1",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-21","4.25",",,W",,,,,"0.31",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","73",",,W",,,"  200",",,W","  180",",,W","12.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-22","5.82",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","65",",,W",,,"  310",",,W","  300",",,W","14.1",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-23","1.79",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","61",",,W",,,"  290",",,W","  250",",,W","8.9",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-24",,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"88",",,W","68",",,W",,,"  280",",,W",,,"6.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-25",,,,,,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","69",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-26",,,,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"90",",,W","75",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-27","2.68",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"89",",,W","73",",,W",,,"  180",",,W","  170",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-28","2.46",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"89",",,W","72",",,W",,,"   99",",,W",,,"6.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2016-08-29","5.37",",,W",,,,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"91",",,W","74",",,W",,,"   50",",,W","   10",",,W","10.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
